product,brand,salary_age,category,salary_type,pet_type,기능,weight,price,product_name,crud_protein,crud_fat,crud_fiber,crud_ash,ca,p,water
636,196,전연령,소프트사료,반려견,1,,3kg,42000,소프트밥 양고기,24,4,5,8,0.1,0.1,24
637,196,전연령,소프트사료,반려견,1,,1kg,17000,소프트밥 오리고기,24,4,5,8,0.1,0.1,24
638,196,전연령,소프트사료,반려견,1,,3kg,42000,소프트밥 연어,24,4,5,8,0.1,0.1,24
639,335,생후 10개월 이상의 성견,건식사료,반려견,1,"처방식 - 설사, 장염, 대장염",5.21kg,76000,"트로벳 Intestinal DPD 설사, 장염, 대장염",22,16,2.5,6.5,1.3,1,8
640,335,생후 10개월 이상의 성견,습식사료,반려견,1,"처방식 - 설사, 장염, 대장염",400g,4900,"트로벳 Intestinal DPD 설사, 장염, 대장염",11,5.7,1,1.9,0.3,0.25,77
641,335,어린 강아지,건식사료,"임신, 수유중인 암컷",1,처방식 - 어린 강아지용 식이식품,1.13kg,20000,트로벳 Puppy CPF 어린강아지용,28,16,2.5,6,1.05,0.85,8
642,335,생후 10개월 이상의 성견,건식사료,반려견,1,처방식 - 성견용 식이식품,3kg,23000,트로벳 Adult MXF 장기능개선,26,16,2.5,7.5,1.55,1.3,9.8
643,335,생후 10개월 이상의 성견,습식사료,반려견,1,처방식 - 성견용 식이식품,400g,12800,트로벳 Adult MXF 장기능개선,7.7,6.6,0.32,1.9,0.23,0.21,77
644,335,생후 10개월 이상의 성견,건식사료,반려견,1,"처방식 - 음식 알러지, 과민증",3kg,55000,"트로벳 Hypoallergenic(Insect) IPD 음식알러지, 과민증",21,16,5,,1.46,1.34,8
645,335,생후 10개월 이상의 성견,건식사료,반려견,1,처방식 - 구강질환,2.5kg,41800,트로벳 Dental 구강질환,22,14,7.6,4.6,0.75,0.75,9
646,335,생후 10개월 이상의 성견,건식사료,반려견,1,처방식 - 피부민감질환,1.13kg,20000,트로벳 Exclusion NVD 민감피부질환,23,13,2,7.5,1.5,1,8
647,335,생후 10개월 이상의 성견,건식사료,반려견,1,처방식 - 관절개선 및 노령견용,5.21kg,76000,트로벳 Mobility & Geriatrics 관절개선 및 노령견용,18,13,4,4.6,0.62,0.55,9
648,335,생후 10개월 이상의 성견,건식사료,반려견,1,"처방식 - 음식 알레르기, 피부질환",1.13kg,31000,"트로벳 Hypoallergenic Rabbit RRD 음식알레르기, 피부질환",22,18,2,6.5,1.1,0.9,9
649,335,생후 10개월 이상의 성견,습식사료,반려견,1,"처방식 - 음식 알레르기, 피부질환",400g,4900,"트로벳 Hypoallergenic Rabbit RRD 음식알레르기, 피부질환",10.5,6,0.5,2.1,0.3,0.25,76
650,335,생후 10개월 이상의 성견,건식사료,반려견,1,"처방식 - 간, 장 기능 개선",1.13kg,18000,"트로벳 Hepatic HLD 간, 장 기능개선",27,17,2,6,1.1,0.8,9
652,335,생후 10개월 이상의 성견,건식사료,반려견,1,"처방식 - 결석장ㅇ, 성견용 식이식품",1.13kg,20100,트로벳 Urinary Struvite ASD 요로결석,27,17.5,1.5,6,0.9,0.4,9
653,335,생후 10개월 이상의 성견,습식사료,반려견,1,"처방식 - 결석장ㅇ, 성견용 식이식품",400g,9600,트로벳 Urinary Struvite ASD 요로결석,7.8,6.5,0.3,1.5,0.22,0.22,77
654,335,생후 10개월 이상의 성견,건식사료,반려견,1,처방식 - 아토피 알러지,1.13kg,20000,트로벳 Regulator OHD 아토피 알레르기,22,15,4.5,5.8,0.85,0.65,8
655,335,생후 10개월 이상의 성견,건식사료,반려견,1,처방식 - 비만 및 당뇨병,1.13kg,14700,트로벳 Weight & Diabetic WRD 비만 및 당뇨병,30,5,8.5,6,1.2,1,9
656,335,생후 10개월 이상의 성견,습식사료,반려견,1,처방식 - 비만 및 당뇨병,400g,5000,트로벳 Weight & Diabetic WRD 비만 및 당뇨병,7,3,1.5,2,0.37,0.32,79
657,335,생후 10개월 이상의 성견,건식사료,반려견,1,"처방식 - 신장질환, 결석예방",1.13kg,22990,"트로벳 Renal & Oxalate RID 신장질환, 결석예방",25,23.5,2.5,5.5,0.95,0.5,8
658,335,생후 10개월 이상의 성견,습식사료,반려견,1,"처방식 - 신장질환, 결석예방",400g,5500,"트로벳 Renal & Oxalate RID 신장질환, 결석예방",8,10,0.2,1.6,0.22,0.18,77
659,335,퍼피,기타(사료),반려견,1,,150g,19500,트로벳 Puppy Milk PMR 퍼피밀크,28,30,0.1,6.2,1.2,0.8,3.5
660,335,생후 10개월 이상의 성견,습식사료,반려견,1,,369g,16670,트로벳 리커버리 CCL,4.5,5,0.1,1,0.13,0.11,89
661,262,전연령,소프트사료,반려견,1,,1.4kg,9500,요고 소프트사료사료 연어,25,9,3,9,1,0.6,25
662,262,시니어,소프트사료,반려견,1,,1.4kg,16900,요고 소프트사료사료 양고기,24,8,3,9,1,0.6,25
663,262,어덜트,소프트사료,반려견,1,,1.4kg,13900,요고 소프트사료사료 소고기,25,8,4,9,1,0.6,25
664,262,퍼피&맘,소프트사료,반려견,1,,1.4kg,9500,요고 소프트사료사료 닭가슴살,30,10,3,9,1,0.6,25
669,9,전연령,건식사료,반려견,1,,2.72kg,44000,고 리미티드 인그리디언트 폴록 레시피 포 독,24,12,4,7,1.2,0.9,10
670,9,전연령,건식사료,반려견,1,,2.72kg,44000,고 리미티드 인그리디언트 칠면조 레시피 포 독,25,13,4,9,1,0.9,10
671,9,전연령,건식사료,반려견,1,,2.72kg,44000,고 리미티드 인그리디언트 오리 레시피 포 독,24,12,4.5,7,1,0.8,10
672,9,전연령,건식사료,반려견,1,,2.72kg,44000,고 리미티드 인그리디언트 연어 레시피 포 독,24,12,4.5,7,1.1,0.8,10
673,23,자견용(생후 45일~1년),건식사료,반려견,1,,2.72kg,44000,나우 그레인프리 스몰 브리드 퍼피 레시피,28,18,7,9,1.2,0.5,10
674,23,성견용(1세~9세),건식사료,반려견,1,,2.72kg,44000,나우 그레인프리 스몰 브리드 어덜트 레시피,26,16,5,7,1,0.5,10
675,23,노령견,건식사료,체중조절이 필요한 반려견,1,,2.72kg,44000,나우 그레인프리 스몰 브리드 시니어 레시피,24,11,8,9,1.2,0.6,10
678,8,3개월 이상,건식사료,반려견,1,,1kg,29000,게더 엔드레스밸리,21,10,4,5.5,0.4,0.3,10
679,8,3개월 이상,건식사료,반려견,1,,1kg,29000,게더 프리에이커,29,14,5,8,1,0.7,10
680,8,성견용,건식사료,반려견,1,,1kg,29000,게더 와일드오션,29,14,4.5,9,1.3,0.8,10
681,338,3개월 이상,건식사료,소형견,1,,800g,21000,파미나 N&D Dog 그레인프리 청어&오렌지 미니,37,18,2.6,7.8,1.3,0.9,10
682,338,3개월 이상,건식사료,소형견,1,,800g,21000,파미나 N&D Dog 그레인프리 펌프킨 닭고기&석류 미니,30,18,2.9,7,1.2,0.9,10
683,338,3개월 이상,건식사료,소형견,1,,800g,21000,파미나 N&D Dog 그레인프리 펌프킨 대구&오렌지 미니,30,18,2.9,7.3,1.2,0.9,10
684,338,3개월 이상,건식사료,소형견,1,,800g,21000,파미나 N&D Dog 그레인프리 펌프킨 멧돼지&사과 미니,30,18,2.9,6.6,1.2,0.9,10
685,338,3개월 이상,건식사료,중형견,1,,20kg,155000,파미나 N&D Dog 그레인프리 펌프킨 닭고기&석류 미디움,30,18,2.9,7,1.2,0.9,10
686,338,3개월 이상,건식사료,중형견,1,,20kg,190000,파미나 N&D Dog 그레인프리 펌프킨 대구&오렌지 미디움,30,18,2.9,7.3,1.2,0.9,10
687,338,3개월 이상,건식사료,중형견,1,,20kg,190000,파미나 N&D Dog 그레인프리 펌프킨 멧돼지&사과 미디움,30,18,2.9,6.6,1.2,0.9,10
688,338,3개월 이상,건식사료,중형견,1,,20kg,155000,파미나 N&D Dog 로우그레인(귀리) 닭고기&석류 미디움,30,18,2.9,6.8,1.2,0.95,10
689,338,3개월 이상,건식사료,소형견,1,,2.5kg,37000,파미나 N&D Dog 로우그레인(귀리) 닭고기&석류 미니,30,18,2.9,6.8,1.2,0.95,10
690,338,3개월 이상,건식사료,반려견,1,"음식물에 대한 역반응, 피부질환, 염증성 장질환 개선",2kg,37000,파미나 Vet Life Dog 하이포엘러제닉 생선&감자,15,13,1.7,7.6,0.7,0.5,7.5
691,338,3개월 이상,건식사료,반려견,1,"음식물에 대한 역반응, 피부질환, 염증성 장질환 개선",2kg,37000,파미나 Vet Life Dog 하이포엘러제닉 달걀&쌀,15.5,13,1.1,5.7,0.7,0.5,8
692,338,3개월 이상,건식사료,반려견,1,스트루바이트 결석의 재발 방지,2kg,37000,파미나 Vet Life Dog 스트루바이트 매니지먼트,19.5,19,1.3,5.4,0.8,0.5,8
693,338,3개월 이상,건식사료,반려견,1,관절질환 도움,2kg,37000,파미나 Vet Life Dog 조인트,22,12,4.7,6.4,0.65,0.6,7.5
694,338,3개월 이상,건식사료,반려견,1,심근 기능 도움 ,2kg,37000,파미나 Vet Life Dog 카디악,24,18,3.4,6.9,0.75,0.55,7.5
695,338,3개월 이상,건식사료,반려견,1,간질환 완화,2kg,37000,파미나 Vet Life Dog 헤파틱,16,18,3,5.9,0.9,0.65,7.5
696,338,3개월 이상,건식사료,반려견,1,"장의 기능적 회복 도움, 영양분 흡수장애 회복, 만성췌장 부전(EPI)회복 도움, 급성 췌장염 회복 도움",2kg,37000,파미나 Vet Life Dog 가스트로인테스티널,23,10.5,1.3,6.5,0.9,0.6,7.5
697,338,3개월 이상,건식사료,반려견,1,"식이섬유를 이용한 비만 또는 과체중 치료, 당뇨병 치료",2kg,37000,파미나 Vet Life Dog 오베시티,22,6.2,7.8,7.8,1,0.8,7.5
698,338,3개월 이상,건식사료,반려견,1,"과인산혈증과 부갑상샘 항진증 완화 도움, 전신성 고혈압 치료 도움",2kg,37000,파미나 Vet Life Dog 레날,13.3,15,1.4,4.5,0.6,0.25,7.5
699,338,3개월 이상,건식사료,반려견,1,"옥살레이트 결석, 요산 결석, 시스틴 결석 감소",2kg,37000,파미나 Vet Life Dog 옥살레이트,9.5,19,1.3,5.4,0.8,0.2,7.5
700,338,3개월 이상,건식사료,반려견,1,"음식물에 대한 역반응, 원인 불명의 설사, 원인 불명의 피부질환, 염증성 장질환 개선",2kg,47000,파미나 Vet Life Dog 울트라하이포,18,15,1.2,5.3,0.7,0.5,7.5
701,77,12개월 이상,소프트사료,반려견,1,,1.2kg,11400,더독 닥터소프트사료 치킨 성견용,13.5,3.4,3,11,1.2,0.01,30
702,77,노령견,소프트사료,반려견,1,,1.2kg,11400,더독 닥터소프트사료 치킨 노령견용,13.5,3.4,3,11,1.2,0.01,30
703,77,전연령,소프트사료,반려견,1,,1.2kg,11400,더독 닥터소프트사료 야채 전견용,13.5,3.4,5,11,0.01,0.01,30
704,77,노령견,소프트사료,반려견,1,,1.2kg,11400,더독 닥터소프트사료 식이섬유 노령견용,13.5,3.4,5,11,0.01,0.01,30
705,77,노령견,소프트사료,반려견,1,,1.2kg,8700,더독 닥터소프트사료 그레인프리 오리 노령견용,22,9,5,12,0.07,0.7,23
706,77,3개월 이상,소프트사료,반려견,1,,1.2kg,8700,더독 닥터소프트사료 그레인프리 치킨 전견용,22,12,5,11,0.06,0.61,23
707,77,3개월 이상,소프트사료,반려견,1,,1.2kg,6960,더독 닥터소프트사료 램 전견용,25,8,5,12,1,0.7,23
708,77,퍼피,소프트사료,반려견,1,,1.2kg,13500,더독 닥터소프트사료 퍼피,27,13,5,10,0.5,0.5,23
709,77,3개월 이상,소프트사료,반려견,1,,1.2kg,9500,더독 닥터소프트사료 IGY 전견용,26,12,5,10,0.5,0.5,23
710,77,3개월 이상,소프트사료,반려견,1,,3kg,17500,더독 닥터소프트사료 양고기+감자 전견용,26,12,5,10,0.5,0.5,23
711,77,3개월 이상,소프트사료,반려견,1,,3kg,26500,더독 닥터소프트사료 연어+감자 전견용,25,12,5,10,0.5,0.5,23
712,77,생후 4주 이상 12개월 이하의 자견,건식사료,반려견,1,,3kg,9600,프라임 더독 4(four) 퍼피,27,15,6,10,1,1.5,
713,77,1년 이상 성견용,건식사료,반려견,1,,3kg,10500,프라임 더독 1(one) 어덜트,23,8,6,10,1,0.6,14
714,77,"성견, 중대형견의 자견",건식사료,반려견,1,,5kg,19900,프라임 더독 롱라이프 (성견용),23,8,7,10,1,0.5,14
715,77,전연령,건식사료,중대형견,1,,12kg,22500,프라임 더독 빅보스 (중대형견용),14,4,7,10,0.7,0.4,14
716,77,전연령,건식사료,"진도견, 대형견",1,,8kg,11200,더독 프리미엄 진도 보스,23,8,6,10,1,0.6,14
724,82,퍼피,기타(사료),반려견,1,,200g,12480,데이스포 초유분유,23,20,0.4,6.8,0.4,0.4,7
725,82,생후 2개월 이상,소프트사료,반려견,1,,250g,16210,데이스포 스킨앤코트,25,13,5,10,0.5,0.5,23
726,82,생후 2개월 이상,소프트사료,반려견,1,,1.2kg,9900,데이스포 올스테이지,25,12,5,10,0.5,0.5,23
727,82,8세 이상,소프트사료,반려견,1,,1.36kg,22000,데이스포 테라픽 시니어,22,12,2,9,0.6,0.8,20
728,82,2개월 이상,소프트사료,반려견,1,,1kg,20000,데이스포 테라픽 올스테이지,28,15,5,11,0.7,5,23
729,82,3개월 이상,소프트사료,반려견,1,피부모질 개선,1.36kg,20000,데이스포 테라픽 스킨앤코트,28,15,4,9,0.8,0.6,20
730,82,3개월 이상,소프트사료,반려견,1,체중조절,1.36kg,25500,데이스포 테라픽 체중조절,22,9,2,9,0.7,0.9,20
731,56,전연령,건식사료,"소형견,중형견,",1,,1.5kg,16000,뉴트리웰 그레인프리 전연령 오리,28,14,8,11,1.2,1,12
732,56,전연령,건식사료,"소형견,중형견,",1,,1.5kg,16000,뉴트리웰 그레인프리 전연령 연어 ,28,14,8,11,1.2,1,12
733,56,전연령,건식사료,"소형견, 중형견",1,,5kg,11000,뉴트리웰 인도어,25,12,5,10,0.8,0.6,12
734,56,전연령,건식사료,"소형견, 중현견",1,,4kg,12000,뉴트리웰 스마트,22,10,6,12,1.2,0.6,12
735,56,1세이하,장/유산균,"소형견, 중형견",1,,15kg,46000,뉴트리웰 브리더,30,21,5,9,1.2,0.6,12
736,56,1세이상,건식사료,"대형견, 모견(임신/수유)",1,,15kg,57500,뉴트리웰 대형견 퍼포먼스,30,20,3,10,1,0.8,12
737,56,1세이상,건식사료,대형견 ,1,,15kg,57500,뉴트리웰 대형견 어덜트,26,13,3,10,1,0.8,12
738,56,1세이하,건식사료,대형견,1,,15kg,57500,뉴트리웰 대형견 퍼피,28,14,3,10,1,0.8,12
739,56,1세이하,건식사료,"중형견, 대형견",1,,8kg,16000,뉴트리웰 진도 퍼피,28,15,5,10,1,0.8,12
740,56,1세이상,건식사료,"중형견, 대형견",1,,10kg,12000,뉴트리웰 진도골드,20,9,5,10,0.8,0.6,12
741,56,1세이상,건식사료,"중형견, 대형견",1,,15kg,18900,뉴트리웰 패밀리,18,8,5,11,0.8,0.6,12
742,56,1세이상,건식사료,"중형견, 대형견,활동견,특수견",1,,15kg,19400,뉴트리웰 맥스,26,12,4,10,0.8,0.6,12
743,227,1세이상,건식사료,"소형견,중형견,1~8kg",1,피부&모질 건강에 도움,1kg,10500,아이디얼레시피 스킨앤코트,28,18,3,10,1,0.3,12
744,227,1세이하,건식사료,"소형견, 중형견,1~8kg",1,,1kg,14000,아이디얼레시피 시니어앤다이어트,27,15,3,8,0.8,0.6,10
745,227,1세이상,건식사료,"소형견,중형견, 1~8kg",1,,1kg,14000,아이디얼레시피 어덜트,28,15,3,8,0.8,0.6,10
746,227,1세이하,건식사료,"소형견,중형견",1,,1kg,14000,아이디얼레시피 퍼피,30,20,3,8,0.9,0.7,10
747,90,1세이상,건식사료,"소형견,중형견",1,,5kg,41000,도그매니아 올라이프,22,10,5,10,1,0.8,12
748,90,1세이상,건식사료,"소형견,중형견",1,,3kg,15000,도그매니아 어덜트,25,12,5,10,0.8,0.6,12
749,90,1세이하,건식사료,"소형견,중형견",1,,3kg,7400,도그매니아 퍼피,28,15,5,10,1,0.8,12
750,200,전연령,건식사료,"중형견,대형견",1,,4.5kg,11000,슈슈 세븐웰 ,18.5,5,5,10,0.9,0.6,12
751,200,1세이상,건식사료,"중형견,대형견",1,,12kg,15840,슈슈 점보,15,8,5,10,0.8,0.6,12
752,200,1세이상,건식사료,"중형견,대형견",1,,10kg,14900,슈슈 진도,17,5,10,10,1,0.8,12
753,200,1세이상,건식사료,소형견,1,,1.5kg,6000,슈슈 슈퍼푸드 1세이상 치킨앤라이스,28,15,4,9,0.8,0.7,12
754,200,1세이상,건식사료,"소형견,중형견",1,,3kg,13200,슈슈 슈퍼푸드 1세이상 램앤라이스,23,12,5,10,0.8,0.7,12
755,200,1세이하,건식사료,"소형견,중형견, 1kg~25kg",1,,1.5kg,6000,슈슈 슈퍼푸드 1세이하,30,20,3,9,1,0.8,12
756,265,1세 이상,건식사료,"중형견, 대형견",1,,10kg,9500,윈더독스 진도,14,5,6,12,1,0.6,12
757,265,1세 이상,건식사료,중형견.대형견,1,,10kg,23000,윈더독스 스페셜 전견종,18,7,5,10,0.9,0.7,12
758,265,1세이상,건식사료,전견종,1,,14kg,12900,윈더독스,14,5,6,12,1,0.6,12
759,288,6세이상,건식사료,"소형견,중형견",1,,1.2kg,18000,자연가득 6세이상 가수분해 발효콩과 램,24,12,3,9,0.8,0.6,12
760,288,1세이상,건식사료,"소형견,중형견",1,,1.2kg,8600,자연가득 1세이상 야채와 비프,25,12,3,12,0.8,0.6,12
761,288,1세이상,건식사료,"소형견,중형견",1,,1.2kg,18000,자연가득 1세이상 국내산 현미와 치킨,25,12,3,8,0.8,0.6,12
762,288,1세이하,건식사료,"소형견,중형견",1,,1.2kg,7500,자연가득 1세이하 국내산 현미와 치킨,28,18,3,8,0.8,0.6,12
763,198,생후 3개월 이후,습식사료,"소형견,중형견,대형견",1,,100g,6000,순살가득 허브 소고기와 닭고기 순살캔,7,4,1,4,0.4,1,
764,198,생후 3개월 이후,습식사료,"소형견,중형견,대형건",1,,100g,1600,순살가득 허브 소고기 순살과 치즈캔,8.8,5.5,1,3,0.5,1,
765,198,생후 3개월 이후,습식사료,"소형견,중형견,대형견",1,,100g,1500,순살가득 튼튼한 관절 소고기 순살캔,8.3,6,1,3,0.4,0.2,80
766,198,생후 3개월 이후,습식사료,"소형견,중형견,대형견",1,,100g,1700,순살가득 허브 닭고기 순살캔,6.5,3.5,1,4,0.4,1,
767,198,생후 3개월 이후,습식사료,"소형견,중형견,대형견",1,,100g,1500,순살가득 꿀 피부 연어 순살캔,8,5,1,3,0.3,0.2,80
768,198,생후 3개월 이후,습식사료,"소형견,중형견,대형견",1,,100g,5900,순살가득 허브 소고기 순살캔,8.3,6,1,3,0.4,0.2,80
769,198,생후 3개월 이후,습식사료,"소형견,중형견,대형견",1,,100g,2880,순살가득 꿀피부 양고기 순살캔,8.3,5,1,4,0.4,0.2,80
770,198,생후 3개월 이후,습식사료,"소형견,중형견,대형견",1,,100g,1500,순살가득 건강한 장 오리고기 순살캔,8,6,1,4,0.5,0.2,80
771,301,전연령용,건식사료,반려견,1,,12kg,134000,카나간 프리런 치킨 포 독,33,17,8.3,9,1.8,1.2,10
772,301,전연령용,건식사료,반려견,1,,2kg,28700,카나간 프리런 치킨 포 독(스몰브리드),33,17,8.3,9,1.8,1.2,10
773,301,3개월 이상,건식사료,반려견,1,,2kg,28500,카나간 스코티쉬 살몬 포 독,33,14,9.6,10,1.7,1.1,10
774,301,노령견,건식사료,비만견,1,,2kg,24000,카나간 프리런 치킨 포 독(라이트/시니어),33,14,8.8,9.5,1.9,1.2,10
775,301,전연령,건식사료,반려견,1,구강관리,2kg,44000,카나간 덴탈 플라그오프 포 독,33,17,4,9.5,1.7,1.3,8
776,396,전연령,건식사료,소형견,1,,1.5kg,43000,피콜로 프리런 치킨&덕,33,18,2.5,10,1.9,1.5,8
777,396,전연령,건식사료,소형견,1,,1.5kg,43000,피콜로 라이트/시니어 프리런 치킨&스코티쉬 살몬,32,15,3,9,1.5,1.2,8
778,242,생후 3주~1년,건식사료,반려견,1,신체발달 도움,3kg,47700,에센셜 더 비기닝(퍼피) 포 독,34,22,3,8.5,1.6,1.3,8.5
779,242,생후 1년~7년,건식사료,반려견,1,"모질,피부개선",3kg,43000,에센셜 노티컬 리빙(스킨&코트) 포 독,29,16,3.5,9,1.7,1.2,8.5
780,242,생후 7년 이후,건식사료,노년기 반려견,1,,3kg,48000,에센셜 올덜(시니어) 포 독,32,14,4.5,8.5,1.7,1.3,8.5
781,242,생후 1년~7년,건식사료,"성장기/성견기 반려견,저체중 반려견, 활동량이 많은 썰매견 등",1,,3kg,48000,에센셜 스태미나(저체중&에너지) 포 독,34,24,3.5,8,1.6,1.6,8.5
782,242,생후 1년~7년,건식사료,"과체중 반려견,중성화한 반려견",1,"다이어트,호르몬 변화",3kg,48000,에센셜 컨투어(다이어트&중성화) 포 독,31,13,4.5,8.5,1.7,1.3,8.5
783,242,생후 1년~7년,건식사료,보편적인 활동량의 반려견,1,,3kg,48000,에센셜 슈페리어 리빙(높은 수준의 삶) 포 독,30,18,3.5,8,1.7,1.3,8.5
784,192,생후 12개월 이후,건식사료,반려견,1,,1.5kg,24000,선데이펫 젠틀베이크 그레인프리 소고기,32,18,6,6,1.1,0.9,12
785,192,생후 12개월 이후,건식사료,반려견,1,,1.5kg,24000,선데이펫 젠틀베이크 그레인프리 연어,33.54,20,6,8,0.3,1.1,12
786,192,생후 12개월 이후,건식사료,반려견,1,,1.5kg,19200,선데이펫 젠틀베이크 그레인프리 호키,38.23,10,6,8,1.5,1.1,12
787,192,생후 12개월 이후,건식사료,반려견,1,,1.5kg,19200,선데이펫 젠틀베이크 그레인프리 양고기,31.87,16,4,6,1.2,0.9,11
788,61,성견용,건식사료,반려견,1,민감성 위장 개선,3.63kg,54000,다이아몬드케어 센서티브 스토마크 어덜트 독,25,13,3,7,1,0.9,10
789,61,성견용,건식사료,반려견,1,민감성 피부 개선,3.63kg,47000,다이아몬드케어 센서티브 스킨 어덜트 독,22,12,4.5,5.5,1,0.7,10
790,61,성견용,건식사료,반려견,1,신장 기능 개선,3.63kg,40000,다이아몬드케어 RX 레날 어덜트 독,13,18,2,3.5,0.6,0.2,10
791,334,자견용(생후 12개월 이전),건식사료,반려견,1,,1.2kg,23730,토우 훈제연어&고구마 퍼피,27,14,5,10,1,0.8,10
792,334,자견용 (생후 2개월 이후),건식사료,반려견,1,,1.2kg,20200,토우 훈제연어&고구마 독,25,11.5,3.5,13,1.5,1,10
793,334,자견용 (생후 2개월 이후),건식사료,반려견,1,,4.5kg,64000,토우 구운오리&고구마 독,31,15,4,12,1.5,1,10
794,64,2~3개월&임신수유견,건식사료,반려견,1,,2kg,16500,닥터도비 퍼피앤맘,32,18,5,10,1.5,0.4,14
795,64,전연령,건식사료,반려견,1,관절건강,2kg,18900,닥터도비 관절건강,26,12,5,1,0.9,0.4,14
796,64,전연령,건식사료,반려견,1,장건강,2kg,13500,닥터도비 장건강,26,12,5,10,0.9,0.4,14
797,64,전연령,건식사료,반려견,1,피부건강,5kg,27900,닥터도비 피부건강,26,12,5,10,0.9,0.4,14
798,64,전연령,소프트사료,반려견,1,피부건강+관절건강,1.2kg,11000,닥터도비 말랑말랑 오리,25,8,2.3,8,0.8,0.7,23
799,394,성견용,건식사료,반려견,1,,1.3kg,30000,피쉬포독 슈페리어 어덜트,20,10,5,10,0.3,0.3,10
800,394,자견용,건식사료,반려견,1,,1.3kg,30000,피쉬포독 슈페리어 퍼피,24,14,5,13,0.9,0.6,10
801,394,전연령,건식사료,반려견,1,,900g,20000,피쉬포독 연어 토이브리드,20,12,7.5,13.29,1.2,0.7,10
802,394,성견용,건식사료,반려견,1,,1kg,16200,피쉬포독 화이트 피쉬 어덜트,20,11,6.66,10.18,0.6,0.5,12
803,394,성견용,건식사료,반려견,1,,1kg,30000,피쉬포독 연어 어덜트,20,10.2,6.7,9.97,0.3,0.3,10
804,394,성견용,건식사료,반려견,1,,1kg,20000,피쉬포독 연어 어덜트 레귤러 키블,20,10.2,6.7,9.97,0.6,0.6,10
805,394,자견용,건식사료,반려견,1,,1kg,18000,피쉬포독 화이트 피쉬 퍼피,22.55,10,5.5,11.07,2.3,0.5,12
806,225,전연령,건식사료,반려견,1,,10.89kg,95000,아보덤 그레인프리 치킨 & 배지터블,27,9,9,10,0.9,0.6,10
807,225,성견용,건식사료,반려견,1,,2.2kg,36000,아보덤 조인트헬스 그레인프리,27,8,9,15,1.2,0.8,12
808,225,성견용,건식사료,반려견,1,체중조절,1kg,11900,아보덤 웨이트 컨트롤 독,14,6,5,8,0.8,0.6,10
809,225,6세 이상,건식사료,반려견,1,"관절건강, 체중조절",1kg,15900,아보덤 시니어,14,10,6.5,8.5,0.85,0.7,10
813,173,전연령,건식사료,반려견,1,,0.45kg,15000,블랙우드 스폐셜SD 연어&현미,24.5,14,3.5,8,0.95,0.75,10
814,173,전연령,건식사료,반려견,1,,0.45kg,16000,블랙우드 그레인프리 닭고기&완두콩,28,15,3.5,8,1.1,0.85,10
815,173,전연령,건식사료,반려견,1,,0.45kg,16000,블랙우드 그레인프리 연어&완두콩,28,15,3.5,8.5,1.2,0.95,10
816,173,3개월 이상,습식사료,반려견,1,,369g,7500,블랙우드 그레인프리 독 통조림(닭고기와 연어),,,,,,,
817,173,3개월 이상,습식사료,반려견,1,,369g,6500,블랙우드 그레인프리 독 통조림(칠면조와 칠면조간),,,,,,,
818,173,3개월 이상,습식사료,반려견,1,,369g,6500,블랙우드 그레인프리 독 통조림(닭고기와 닭간),,,,,,,
819,173,자견용,건식사료,반려견,1,,0.45kg,14000,블랙우드 블랙-퍼피(DOG),28,17,3.5,7.5,0.9,0.7,10
820,173,성견용,건식사료,반려견,1,,0.45kg,13000,블랙우드 블랙-어덜트(DOG),24.5,13,3.5,8,1,0.75,10
821,173,노령견,건식사료,반려견,1,,0.45kg,13000,블랙우드 블랙-린(DOG),20.5,6.5,9,,,,10
822,173,전연령,건식사료,대형견,1,,0.45kg,14000,블랙우드 블랙-라지브리더(DOG),24,12,4,,,,
823,173,성견용,건식사료,반려견,1,,0.45kg,11000,블랙우드 오리지널 1000(DOG),23,12,3.5,8,0.9,1.1,
824,173,성견용,건식사료,반려견,1,,0.45kg,12000,블랙우드 오리지널 2000(DOG),26,18,3,,,,10
825,173,전연령,건식사료,반려견,1,,0.45kg,13000,블랙우드 오리지널 5000(DOG),23,12,3.5,8,0.95,0.7,10
826,217,전연령,건식사료,반려견,1,,2.26kg,36000,아딜론덱 26%(DOG),26,15,4,8,1.7,1.2,10
827,217,전연령,건식사료,반려견,1,,2.26kg,39000,아딜론덱 30%(DOG),30,20,3.8,,1.2,1.4,10
828,217,전연령,건식사료,반려견,1,체중조절,1.82kg,42000,아딜론덱 그레인프리 독(돼지고기),25.5,11,5,7.5,0.5,0.4,10
829,217,전연령,건식사료,소형견,1,,1.82kg,45000,아딜론덱 그레인프리 독(청어),26,16,4.5,7,0.5,0.4,10
830,217,전연령,건식사료,반려견,1,,1.82kg,50000,아딜론덱 그레인프리 독(흰살생선),26,15,4.5,8,1.2,1,10
831,217,전연령,건식사료,반려견,1,,1.82kg,50000,아딜론덱 그레인프리 독(칠면조),26,15,4.5,6.5,1.2,1,10
832,298,성견용,건식사료,진도 육성견,1,,10kg,13300,천하제일 진도예찬 성견,21,7,8,10,1,1.5,
833,298,자견용,건식사료,진도 육성견,1,,8kg,14900,천하제일 진도예찬 자견,24,10,5,7,1.2,1.5,
834,298,고활동 성견 및 전연령,건식사료,반려견,1,,15kg,16400,천하제일 굿보이 특수견덕,22,10,5,10,1.3,1.5,
